customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01198,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),114.74,663.36,No
CUST-01199,Male,0,No,No,44,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),46.55,2088.85,No
CUST-01200,Male,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.16,2980.32,No
CUST-01201,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,92.34,3277.18,Yes
CUST-01202,Female,1,No,No,15,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,117.0,1751.71,Yes
CUST-01203,Female,0,Yes,No,4,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.29,253.17,Yes
CUST-01204,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Two year,No,Bank transfer (automatic),36.53,1049.18,No
CUST-01205,Female,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,90.88,4616.66,No
CUST-01206,Male,0,Yes,No,22,No,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.53,1251.54,Yes
CUST-01207,Female,0,No,No,5,No,No,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,26.0,190.59,Yes
CUST-01208,Male,0,Yes,No,35,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),92.87,3205.41,No
CUST-01209,Male,0,No,No,56,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.81,3238.44,No
CUST-01210,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),77.13,2487.12,Yes
CUST-01211,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,87.19,4184.68,Yes
CUST-01212,Female,0,Yes,No,40,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.09,3989.08,Yes
CUST-01213,Female,0,No,No,54,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,Yes,Mailed check,80.14,4286.06,No
CUST-01214,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),111.59,2795.51,No
CUST-01215,Male,0,Yes,No,36,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,One year,No,Mailed check,66.48,2364.28,No
CUST-01216,Female,0,No,Yes,16,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,71.03,1141.98,No
CUST-01217,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),48.41,1625.73,No
CUST-01218,Male,0,No,No,27,Yes,No,No,Yes,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),31.19,837.4,No
CUST-01219,Male,0,No,Yes,24,Yes,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.85,1928.55,Yes
CUST-01220,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),47.26,2144.74,No
CUST-01221,Female,1,No,No,21,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),89.42,1735.75,No
CUST-01222,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.07,4864.26,Yes
CUST-01223,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.13,1951.8,No
CUST-01224,Male,0,Yes,No,19,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,73.74,1467.51,Yes
CUST-01225,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,116.83,5749.94,No
CUST-01226,Male,0,No,Yes,46,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),106.23,5000.72,No
CUST-01227,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.68,2770.28,Yes
CUST-01228,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),86.74,6095.09,No
CUST-01229,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,36.33,1704.62,No
CUST-01230,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,No,Mailed check,19.01,1032.57,No
CUST-01231,Female,0,Yes,Yes,38,Yes,No phone service,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),101.95,3856.4,No
CUST-01232,Male,1,Yes,No,13,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,No,Mailed check,59.42,759.42,No
CUST-01233,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),36.15,2418.61,Yes
CUST-01234,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),49.53,2365.63,No
CUST-01235,Female,0,Yes,No,20,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.26,2194.87,Yes
CUST-01236,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,107.24,1537.8,No
CUST-01237,Female,0,No,No,0,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),83.09, ,Yes
CUST-01238,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),27.21,247.7,No
CUST-01239,Male,0,No,No,22,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,89.8,1988.26,Yes
CUST-01240,Male,0,No,No,17,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.01,1781.19,No
CUST-01241,Female,0,No,Yes,57,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.9,6244.73,Yes
CUST-01242,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),56.64,2901.83,No
CUST-01243,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,34.94,1533.94,No
CUST-01244,Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),114.09,1420.27,No
CUST-01245,Female,1,No,No,16,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,99.04,1561.4,No
CUST-01246,Female,0,No,No,66,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.27,4070.77,No
CUST-01247,Female,0,No,No,60,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,81.21,4938.78,No
CUST-01248,Female,1,Yes,No,64,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),57.75,3647.83,No
CUST-01249,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,63.72,3309.18,Yes
CUST-01250,Male,1,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.78,132.84,No
CUST-01251,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),23.56,733.79,No
CUST-01252,Female,0,No,No,44,Yes,No,No,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),117.71,5152.51,No
CUST-01253,Female,1,No,Yes,55,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,41.95,2304.15,Yes
CUST-01254,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.01,287.19,Yes
CUST-01255,Female,1,No,No,33,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,50.49,1638.39,No
CUST-01256,Female,1,No,Yes,60,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),42.43,2601.68,No
CUST-01257,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),50.58,3058.75,No
CUST-01258,Female,0,No,No,68,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,74.66,5141.32,No
CUST-01259,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,25.91,1594.23,No
CUST-01260,Male,0,No,No,43,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),25.15,1124.31,Yes
CUST-01261,Male,0,No,No,27,No,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,64.2,1694.99,No
CUST-01262,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),87.66,6069.54,No
CUST-01263,Male,0,No,No,12,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),39.73,494.55,Yes
CUST-01264,Female,0,Yes,Yes,42,Yes,No,No,Yes,Yes,No,No,No internet service,Yes,One year,No,Credit card (automatic),70.02,2968.19,No
CUST-01265,Male,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.05,1829.37,Yes
CUST-01266,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),63.22,1545.32,No
CUST-01267,Female,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),88.16,5482.46,No
CUST-01268,Male,0,No,No,56,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),77.71,4284.56,Yes
CUST-01269,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,64.96,4058.5,No
CUST-01270,Female,0,No,No,48,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.04,2202.6,No
CUST-01271,Female,0,No,No,51,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.53,3896.49,No
CUST-01272,Male,1,No,No,62,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,31.74,1930.84,No
CUST-01273,Male,0,Yes,No,12,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),59.59,725.23,No
CUST-01274,Male,0,Yes,No,44,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,31.47,1424.42,No
CUST-01275,Female,1,No,Yes,45,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,49.81,2218.7,No
CUST-01276,Male,1,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,81.67,3241.79,No
CUST-01277,Male,0,No,Yes,45,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.68,4369.77,No
CUST-01278,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,41.56, ,No
CUST-01279,Female,0,No,Yes,67,No,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,82.18,5459.84,No
CUST-01280,Female,0,Yes,No,11,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,45.34,401.84,No
CUST-01281,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),59.55,2072.78,No
CUST-01282,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.43,3491.92,Yes
CUST-01283,Male,1,Yes,No,57,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,28.11,1595.01,No
CUST-01284,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),116.39,3975.17,No
CUST-01285,Female,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,82.24,3672.05,No
CUST-01286,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),78.9,5135.52,Yes
CUST-01287,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.45,1741.7,Yes
CUST-01288,Female,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,No,Electronic check,37.46,945.96,No
CUST-01289,Male,0,No,No,41,Yes,No,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.29,4524.81,No
CUST-01290,Male,0,No,No,29,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,34.03,943.28,No
CUST-01291,Male,0,Yes,No,31,Yes,No phone service,No,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),35.17,1087.11,No
CUST-01292,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),88.03,3046.89,No
CUST-01293,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,88.44,1519.48,No
CUST-01294,Female,0,No,No,21,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.84,1178.63,Yes
CUST-01295,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),108.75,6980.17,No
CUST-01296,Male,0,Yes,Yes,56,Yes,No,No,No,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,109.92,6127.2,No
CUST-01297,Male,1,Yes,No,10,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),102.14,1027.83,No
CUST-01298,Male,0,No,No,25,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.61,444.67,No
CUST-01299,Female,0,Yes,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,48.21,2259.88,Yes
CUST-01300,Male,1,Yes,Yes,18,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.03,713.24,Yes
CUST-01301,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),24.56,267.41,Yes
CUST-01302,Male,0,Yes,No,66,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.31,7141.56,No
CUST-01303,Female,0,Yes,No,55,Yes,Yes,No,No,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),117.26,6426.52,No
CUST-01304,Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,32.34,461.59,No
CUST-01305,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,46.53,192.4,No
CUST-01306,Female,0,No,Yes,23,No,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),20.67,479.93,No
CUST-01307,Female,0,No,No,37,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Two year,No,Mailed check,29.54,1161.14,No
CUST-01308,Male,0,No,No,66,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,67.95,4484.47,No
CUST-01309,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,54.79,3802.9,No
CUST-01310,Male,0,Yes,No,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.37,3006.22,No
CUST-01311,Female,0,Yes,No,38,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.62,3345.05,No
CUST-01312,Male,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),27.77,1588.42,No
CUST-01313,Male,0,No,No,25,No,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,102.78,2584.34,Yes
CUST-01314,Female,0,No,No,64,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.56,6700.68,Yes
CUST-01315,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,34.3,1671.52,Yes
CUST-01316,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.48,4205.65,No
CUST-01317,Female,1,No,Yes,8,No,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,87.04,747.32,No
CUST-01318,Female,0,No,No,4,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,35.38,172.47,No
CUST-01319,Male,0,No,Yes,71,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),55.48,3974.73,No
CUST-01320,Female,1,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),87.23,5189.34,No
CUST-01321,Male,0,No,Yes,20,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),85.31,1738.09,No
CUST-01322,Male,0,No,No,62,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,101.87,6300.63,No
CUST-01323,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),31.25,538.31,Yes
CUST-01324,Male,0,No,No,57,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,50.29,2849.58,No
CUST-01325,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),93.28,4165.91,Yes
CUST-01326,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),42.87,909.73,Yes
CUST-01327,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),71.71,4509.37,No
CUST-01328,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.73,1010.99,No
CUST-01329,Male,0,Yes,No,62,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),33.7,2078.19,Yes
CUST-01330,Female,0,No,Yes,43,No,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,43.6,1904.37,No
CUST-01331,Female,0,No,No,66,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),47.4,3103.99,No
CUST-01332,Male,0,Yes,No,57,Yes,No,No,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,22.18,1238.67,No
CUST-01333,Female,0,Yes,No,64,Yes,Yes,No,No,Yes,No,No,No internet service,No,Two year,No,Mailed check,103.59,6629.29,Yes
CUST-01334,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),22.39,789.39,No
CUST-01335,Female,0,Yes,No,5,Yes,No,No,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.28,493.72,No
CUST-01336,Male,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,46.7,1723.56,No
CUST-01337,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,57.84,3112.73,No
CUST-01338,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,75.8,4416.9,No
CUST-01339,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,40.47,1416.14,Yes
CUST-01340,Male,1,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,25.67,587.28,No
CUST-01341,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,113.71,3677.78,No
CUST-01342,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.83,1245.37,Yes
CUST-01343,Male,0,Yes,Yes,37,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),93.94,3394.52,No
CUST-01344,Male,1,No,No,57,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.45,4075.76,No
CUST-01345,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.76,1548.3,Yes
CUST-01346,Male,0,No,No,16,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,Yes,Credit card (automatic),104.44,1680.31,No
CUST-01347,Male,0,No,No,23,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,56.89,1304.58,No
CUST-01348,Female,0,No,No,25,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.46,724.8,No
CUST-01349,Male,0,Yes,Yes,39,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,102.1,3975.53,No
CUST-01350,Female,0,No,No,31,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),24.27,740.56,No
CUST-01351,Female,1,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,109.86,3909.02,No
CUST-01352,Male,0,No,No,59,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,One year,No,Mailed check,90.19,5257.0,No
CUST-01353,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.54,3542.48,No
CUST-01354,Female,1,Yes,No,57,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Mailed check,79.54,4540.63,No
CUST-01355,Female,0,No,Yes,66,No,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,One year,No,Mailed check,71.5,4689.94,No
CUST-01356,Female,0,No,No,21,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,58.16,1206.19,No
CUST-01357,Male,0,Yes,No,57,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,30.86,1758.62,No
CUST-01358,Female,0,No,No,48,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),98.83,4779.28,No
CUST-01359,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Electronic check,76.77,3719.74,No
CUST-01360,Female,0,Yes,No,41,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.25,3652.37,No
CUST-01361,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,38.84,1469.32,No
CUST-01362,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),38.13,2652.37,No
CUST-01363,Female,0,Yes,No,45,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,101.9,4611.94,No
CUST-01364,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),72.74,1490.12,No
CUST-01365,Female,0,Yes,Yes,20,Yes,No,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,63.29,1121.93,No
CUST-01366,Male,0,Yes,No,50,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,27.33,1279.15,No
CUST-01367,Female,0,No,No,13,Yes,Yes,No,No,No,No,No internet service,No,No internet service,One year,No,Credit card (automatic),60.62,744.96,No
CUST-01368,Male,0,No,Yes,8,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.36,708.4,Yes
CUST-01369,Female,1,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.36,492.64,Yes
CUST-01370,Male,0,No,No,12,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),20.92,222.08,Yes
